text,summary
عرض الفنان المصري احمد السقا حياته للخطر عندما تدخل لانقاذ سياره تعرضت للانقلاب حادث الانفجار المحقق بدء انهمار البنزين خزان الوقود ولم يستمع السقا محاولات الماره لاثنائه التدخل خشيه تنفجر السياره وسعى لنزع مفتاح السياره لمنع تدفق الوقود ينذر بانفجار مفاجئ وسط دخان كثيف وظهر السقا فيديو حظي باكثر ملايين مشاهده اليوتوب يحاول انقاذ الموقف بنفسه داخل السياره المقلوبه ويعطى تعليمات السلامه للمحيطين بالحادث ويطلب السقا الموجودين حول السياره الابتعاد مسافه كافيه الحادث بينما يحاول ايقاف محرك السياره لتجنب اشتعال الحريق,"ولم يستمع السقا إلى محاولات المارة لإثنائه عن التدخل خشية أن تنفجر به السيارة وسعى لنزع مفتاح السيارة لمنع تدفق الوقود مما ينذر بإنفجار مفاجئ وسط دخان كثيف. 
عرض الفنان المصري أحمد السقا حياته للخطر عندما تدخل لإنقاذ سيارة تعرضت للإنقلاب في حادث من الانفجار المحقق مع بدء انهمار البنزين من خزان الوقود."
انتهاء الشتاء واقبال دفء الربيع والصيف يبدا العمل بالتوقيت الصيفي ليله الاحد دول اوروبا الساعه الثانيه وسط جدل معتاد حول ضروره الغاء الروتين الفصلي استمرار العمل ويبدا العمل بالتوقيت الصيفي ويتاقلم معظم الناس تغيير الوقت بسلاسه خلال وقت قصير شعور طفيف بالتعب بينما ينزعج اخرون التغيير يسبب الاعياء وقد يزيد احتمال الاصابه بالنوبات القلبيه ذكره موقع فوكس الالماني واظهرت دراسه سويديه الايام الثلاثه تبعت تغيير التوقيت سواء الصيفي الشتوي شهدت بمعدل الاصابه بالنوبات القلبيه بنسبه المئه خلال سنوات واظهرت البيانات سجلها التامين الصحي DAK ارتفاع حالات الاصابه بالنوبات القلبيه بمعدل حاله خلال الايام الثلاثه تغيير الوقت وقد يرجع السبب لاضطرابات الساعه البيولوجيه عدم الحصول ساعات كافيه النوم الناحيه العلميه الامر شبيه باضطرابات الرحلات الطويله يعمل الجسم ايقاع منتظم حراره الجسم ومعدل ضربات القلب وضغط الدم وارتفاع افراز الهرمونات اوقات الصباح وحدوث اضطراب يؤدي تشوش وعدم تناغم الوظائف جميعها بعضها يسبب التعب وفقدان الشهيه واضطرابات النوم الاكتئاب الاعراض نتائجها تختلف شخص لاخر,وأظهرت دراسة سويدية أن الأيام الثلاثة التي تبعت تغيير التوقيت سواء الصيفي أو الشتوي، شهدت ارتفاعاً بمعدل الإصابة بالنوبات القلبية بنسبة 25 في المئة خلال 3 سنوات. وأظهرت البيانات التي سجلها التأمين الصحي (DAK)ارتفاع حالات الإصابة بالنوبات القلبية بمعدل 55 حالة خلال الأيام الثلاثة بعد تغيير الوقت. وحدوث أي اضطراب يؤدي إلى تشوش وعدم تناغم هذه الوظائف جميعها مع بعضها، مما قد يسبب التعب وفقدان الشهية واضطرابات النوم أو حتى الاكتئاب.
خلص باحثون جامعه القاهره الرجال يظهر لديهم الشيب الراس الاكثر عرضه للاصابه بامراض القلب والاوعيه الدمويه وشارك الدراسه طلب منهم المشرفون الدراسه الخضوع للاشعه المقطعيه واجريت الوقت فحوصىات للقلب وفرق الباحثون الاشخاص المشاركين التجربه مجموعات نسبه الشيب شعرهم اجزاء اخرى اجسادهم نقلا صحيفه اوغسبورغر الغماينه الالمانيه وكانت النتيجه انه ارتفعت نسبه الشيب ارتفعت مخاطر الاصابه بمرض القلب كتصلب الشرايين وهذا يعني تزويد عضله القلب بالدم يحدث بشكل صحيح يتسبب حدوث الم الصدر اضطرابات ايقاع القلب ويفسر الباحثون العلاقه الموجوده الشيب وامراض القلب بالحمض النووي فنسبه الشيب ترتفع حدث خلل الحمض النووي اوعندما يتم تشكيل عدد كبير مركبات الاوكسجين التفاعليه خلال عمليه التمثيل الغذائي اوعند حدوث التغيرات الهرمونيه ويتعلق الامر بنفس الاليات يمكن تتسبب تصلب الشرايين فالشيب يتسبب امراض القلب امراض القلب تتسبب الشيب الشيب وامراض القلب لديهما المسببات تضيف الصحيفه واوضح طبيب القلب الدكتور ايريني صموئيل اشرف الدراسه الشيب اشاره العمر البيولوجي للجسم يتطابق العمر الحقيقي للاشخاص وفقا اورده موقع هايل براكسيس نيت الالماني المتخصص المواضيع الطبيه وهذا يعني الشيب يمكن يكون علامه تحذر ارتفاع مخاطر الاصابه بامراض القلب والشرايين ومؤخرا اثبتت نتائج دراسه علميه اخرى وجود علاقه ارتفاع نسبه فقدان الشعر وبين امراض القلب الرجال,فالشيب لا يتسبب في أمراض القلب ولا أمراض القلب تتسبب في الشيب. وهذا يعني أن تزويد عضلة القلب بالدم لا يحدث بشكل صحيح، ما يتسبب في حدوث ألم في الصدر أو اضطرابات في إيقاع القلب. وكانت النتيجة أنه كلما ارتفعت نسبة الشيب ارتفعت مخاطر الإصابة بمرض القلب كتصلب الشرايين.
تحولت شابه لبنانيه تدعى مريم رباح نجمه مواقع التواصل الاجتماعي وسائل الاعلام بلدها ابتكارها طريقه جديده وطريفه لحمايه نفسها اثناء قياده سيارتها وعلقت الشابه اللبنانيه سيارتها ورقه كتبت عليها حماره جديده بالسياقه ابتعدوا عني ليتم تداول الصوره بكثافه مواقع التواصل وطلبت عده محطات تلفزيه اجراء مقابلات معها اكدت خلالها انها اضطرت لذلك شقيقتها تحمي نفسها الطريق وانها تحصلت حديثا الرخصه,"تحولت شابة لبنانية تدعى ""مريم رباح"" إلى نجمة على مواقع التواصل الإجتماعي و وسائل الإعلام في بلدها بعد ابتكارها طريقة جديدة وطريفة لحماية نفسها أثناء قيادة سيارتها."
كشف المصور الصحفي جيمي لوريمان انه جرى اخراج صوره السيده المحجبه هجوم لندن سياقها فهي تكن متواطئه مكترثه بالضحايا المطروحين ارضا وقال لقناه سي الاميركيه الجمعه السيده المحجبه كانت تعاني صدمه شديده وقوع حادثه الدهس جسر وستمنستر وقال مغردون انها تبال بجرحى الهجوم كانوا بجوارها وذهب بعضهم اتهامها بانها متواطئه المهاجم وبرروا بالاشاره انها كانت تحمل هاتفها الهجوم ربما لارسال معلومات تفاصيل الاعتداء لشركاء مزعومين لوريمان التقط الصوره قال فكره المراه المحجبه كانت تتجاهل الجرحى صحيحه فتسلسل الصور التقطها تؤكد انها كانت صدمه واشار الانتقائيين انتزعوا صوره واحده سياقها واضاف شخصيا اعتقد انها كانت صدمه بكل الصور,"إلا أن لوريمان الذي التقط الصورة، قال إن ""فكرة أن المرأة المحجبة كانت تتجاهل الجرحى غير صحيحة، فتسلسل الصور التي التقطها تؤكد أنها كانت في صدمة"". وقال لقناة ""آي.بي.سي"" الأميركية، الجمعة، أن السيدة المحجبة كانت تعاني من صدمة شديدة بعد وقوع حادثة الدهس على جسر وستمنستر. وأشار إلى أن بعض الانتقائيين انتزعوا صورة واحدة من سياقها، وأضاف: ""شخصيا أعتقد أنها كانت في صدمة بكل الصور""."
اعلن نادي قالاتاسراي التركي انه سيعيد تسميه ملعبه طلب رئيس البلاد رجب طيب اردوغان بازاله كلمه ارينا بحسب ذكرت وكاله انباء الاناضول السبت وقال رئيس النادي دورسون اوزبيك مجلس الاداره قرارا بتغيير اسم الملعب اعلان الرئيس رغبته بهذا الشان وسيطلق الملعب الان وصاعدا اسم تورك تيليكوم ستاديوم بدلا تورك تيليكوم ارينا بحسب يوميه حريات واكد اردوغان الجمعه انه ضد اعتماد كلمه ارينا واعطى تعليماته وزير الرياضه عاكف جاغاتاي كيليج بازالتها قائلا بالطبع تعرفون كانوا ارينا حلبه الماضي كانوا يسمحون بتمزيق الناس اشلاء وذلك اشاره ساحات القتال الرومانيه تعني ارينا لدينا شيء مماثل لغتنا وهناك عده ملاعب تركيا كلمه ارينا بينها اولكر سبورتس ارينا التابع لفريق فنربهشه لكره السله اسطنبول افتتح فريق بشيكتاش ملعبه فودافون ارينا يتسع لاكثر متفرج ووجهت وزاره الرياضه تحذيرا للمحافظين بازاله كلمه ارينا كافه الملاعب التركيه بحسب اضافت الاناضول,"وسيطلق على الملعب من الان وصاعدا اسم ""تورك تيليكوم ستاديوم"" بدلا من ""تورك تيليكوم أرينا""، بحسب يومية حريات. 
أعلن نادي قالاتاسراي التركي انه سيعيد تسمية ملعبه بعد طلب رئيس البلاد رجب طيب اردوغان بازالة كلمة ""أرينا""، بحسب ما ذكرت وكالة انباء الاناضول، أمس السبت. وهناك عدة ملاعب في تركيا فيها كلمة أرينا، من بينها ""أولكر سبورتس أرينا"" التابع لفريق فنربهشة لكرة السلة في اسطنبول."
نشرت الصحافه البريطانيه روايه غريبه مفادها السلطات الاميريكيه استدعت مؤخرا رضيعا يتجاوز الثلاثه اشهر عمره للتحقيق معه قضيه شبهه ارهاب وتتمثل اطوار الحادثه السفاره الاميريكه بريطانيا قامت باستدعاء بشكل رسمي الرضيع للاشتباه تورطه الارهاب الامر لخطبه واقع الامر تسبب الرضيع ادراجه بيانات الاستماره الالكترونيه الخاصه باحفيده للحصول تاشيره سفر لعائلته لقضاء عطله فلوريدا وضع علامه رده سؤال امني للسلطات الاميركيه حول سبق الرضيع التورط نشاط ارهابي جوسسه تخريب او اباده جماعيه وتم رفض طلب التاشيره بصفه اليه بالاضافه استدعاء الرضيع للتحقيق بالسفاره الاميركيه بلندن البدايه سنه الصغير جدا واضاف جد الرضيع سرده وقائع الحادثه لصحيفه التيلغراف حفيدي هادئا اللقاء السفاره الاميركيه,"وأضاف جد الرضيع عند سرده وقائع الحادثة لصحيفة ""التيلغراف"": ""كان حفيدي هادئا عند اللقاء في السفارة الأميركية"". وتم رفض طلب التأشيرة بصفة آلية بالاضافة إلى استدعاء الرضيع للتحقيق بالسفارة الأميركية بلندن دون التنبّه في البداية إلى سنه الصغير جدا. 
نشرت الصحافة البريطانية رواية غريبة مفادها أن السلطات الأميريكية استدعت مؤخرا رضيعا لم يتجاوز الثلاثة اشهر من عمره للتحقيق معه في قضية شبهة ارهاب."
مشهد استعراضي اظهرت مقاطع فيديو تم تداولها مواقع التواصل الاجتماعي حفل زواج اسطوري الامارات وتظهر مقاطع الفيديو طوابير الرجال يحملون مجموعه الهدايا الشيخ ذياب بن خليفه بن حمدان ال نهيان لخطيبته التقاليد الاماراتيه وتتمثل الهدايا تشكيله رائعه وفريده المجوهرات والالماس والساعات اليدويه الثمينه والعطور وغيرها الهديا الاخرى,"وتظهر مقاطع الفيديو طوابير من الرجال يحملون مجموعة من الهدايا التي قدّمها الشيخ ذياب بن خليفة بن حمدان آل نهيان لخطيبته حسب التقاليد الاماراتية. 
في مشهد ""استعراضي""، أظهرت مقاطع فيديو تم تداولها على مواقع التواصل الاجتماعي حفل زواج أسطوري في الإمارات. وتتمثل الهدايا في تشكيلة رائعة وفريدة من المجوهرات والالماس والساعات اليدوية الثمينة والعطور وغيرها من الهديا الأخرى."
نجحت شركه امريكيه صغيره للتكنولوجيا الحيويه تجديد الجلد وتحفيز نمو الشعر خنازير تعاني جروح وسحجات يمهد الطريق طفره علميه تؤدي تجديد الجلد البشري بكامل وظائفه وتهدف براءه اختراع هندسه الانسجه حصلت عليها شركه بولاريتي ومقرها سولت ليك سيتي استخدم الانسجه السليمه المريض للمساعده نمو جلد بشري جديد علاج حروق واصابات وقال مؤسسه الشركه ومديرها التنفيذي مقابله التوجهات الحاليه لعلاج الحروق الخطيره محدوده للغايه يتعلق بفعاليتها وفي الحالات تكون مكلفه جدا والرقعه الجلديه ايبسل تستخدم بشكل كبير اقسام الجروح وتبيعها شركه فيرسل ومقرها ماساتشوستس تنتج جلدا سميكا يؤدي كامل وظائفه الهدف تسعى لتحقيقه شركه بولاريتي واجرت الشركه ابحاثا خنازير مصابه منشاه للحيوانات يوتا وقالت العلاج اسفر نمو بصيلات شعر وتغطيه كامله للجروح وتجدد طبقات الجلد ولان جلد الخنازير تعقيدا وصلابه الجلد البشري البيانات الناجحه الخاصه بالخنازير انها علامه مبشره فاعليه العلاج تجربته البشر تتوقع الشركه انطلاق التجارب البشر العام ويمكن يطرح علاج الخلايا الاسواق بعام شهرا,و تتوقع الشركة أنطلاق التجارب على البشر هذا العام ويمكن أن يطرح علاج الخلايا في الأسواق بعد ذلك بعام أو 18 شهرا. وأجرت الشركة أبحاثا على خنازير مصابة في منشأة للحيوانات في يوتا.
حثت شرطه كليفلاند بولايه اوهايو الامريكيه مشتبها تسليم نفسه للسلطات قالت بث شريطا مصورا فيسبوك يقتل رجلا مسنا يوم الاحد وقال مسؤولون كليفلاند انهم يبحثون ستيف ستيفنس يتعلق بجريمه قتل مؤكده ولكنهم قالوا انهم يعثروا دليل يدعم وصفته الشرطه بانه ادعاء اعلنه الرجل الشريط بانه قتل شخصا اخرين وقال كالفين وليامز قائد شرطه كليفلاند مؤتمر صحفي الجميع يبحثون ستيف وطالب وليامز وفرانك جاكسون رئيس بلديه المدينه ستيفنس بتسليم نفسه وقالا ربما يقود سياره رياضيه لونها ابيض بلون القشده وانه مسلح وخطير وقالت الشرطه ستيفنس استخدم خدمه فيسبوك لايف لبث جريمه قتله الرجل وادانت اكبر شبكه للتواصل الاجتماعي العالم والتي يستخدمها مليار شخص يوميا العمل ستيفنس وقال متحدث باسم شركه فيسبوك جريمه بشعه نسمح بمحتوى القبيل فيسبوك نعمل بجد للحفاظ مناخ امن فيسبوك واننا اتصال بجهات انفاذ القانون الطوارئ عندما تكون تهديدات مباشره للسلامه البدنيه وهذه المره الاولى يتم عرض جريمه خطيره فيسبوك لايف ففي وجهت لاربعه اشخاص شيكاغو اتهامات بمهاجمه شاب قعيد عمره عاما وبث الهجوم فيسبوك لايف وهم يتهكمون بالفاظ عنصريه وبعد بشهر دفع المشتبه ببراءتهم التعدي الشاب,"حثت شرطة كليفلاند بولاية أوهايو الأمريكية مشتبها به على تسليم نفسه للسلطات بعد أن قالت إنه بث شريطا مصورا على فيسبوك وهو يقتل رجلا مسنا يوم الأحد . وقال متحدث باسم شركة فيسبوك إن ""هذه جريمة بشعة ولا نسمح بمحتوى من هذا القبيل على فيسبوك . ""نعمل بجد للحفاظ على مناخ آمن في فيسبوك وإننا على اتصال بجهات إنفاذ القانون في الطوارئ عندما تكون هناك تهديدات مباشرة للسلامة البدنية."""
السلطات المصريه ايقاف اعلان تلفزي تبثه القنوات نقص مياه الصعيد وتلوثها واوردت وسائل اعلام مصريه شيخ الازهر اصدر قرارا عاجلا بوقف الاعلان يظهر متساكنو منطقه الصعيد يشربون مياها ملوثه الاعلان معاناه الاهالي الدعوه للتبرع لبيت الزكاه يتبع مشيخه الازهر وقال المجلس الاعلى لتنظيم الاعلام شيخ الازهر دعا ايقاف الاعلان لانه يسيء الدوله ظل جهودها المستمره لتحسين مياه الشرب انه اظهر مصر تشرب المياه الملوثه الحمله تقوم حكومه الخرطوم اوقفت استيراد الخضر بحجه تلوثها بمياه المجاري,"وأوردت وسائل إعلام مصرية أن شيخ الأزهر أصدر قرارا عاجلا بوقف الإعلان الذي يظهر فيه متساكنو منطقة الصعيد وهو يشربون مياها ملوثة. 
قرّرت السلطات المصرية إيقاف إعلان تلفزي تبثه بعض القنوات عن نقص مياه الصعيد وتلوثها. و يتحدّث الإعلان عن معاناة الأهالي مع الدعوة للتبرع لبيت الزكاة الذي يتبع مشيخة الأزهر."
قرر النائب الكندي مارك هولاند للعام الثالث التوالي الصيام طوال شهر رمضان واوضح النائب هولاند انه يخوض تجربه الصيام الاول الشعور بمعاناه الجوعى والثاني توفير مال الوجبات اكلها اثناء الصيام والتبرع لاحدى المؤسسات الخيريه تعنى بالمحتاجين والجوعى كندا والعالم واشار المحتاجين كثر عالمنا اليوم وهم بامس الحاجه للمبالغ يوفرها الصائمون والجائعون بحاجه للطعام ليوم فقط وتابع عالمنا اليوم نجد الطفل يذهب مدرسته جائع وهناك الشخص يعمل طوال اليوم ياكل فالشعور بالجوع اثناء الصيام تجربه تعرفنا معاناه الجوعى والمحتاجين العالم والتبرع بثمن الطعام يوفره الصائم فكره رائعه لهذا قررت الصيام رمضان السنه واعتبر الخيار يقدمه شهر رمضان للناس يصوموا ويشعروا بمعاناه الاخرين ويجمعوا اموالهم ويمنحوها للمحتاجين واصفا الامر بانه رائع واكد هولاند رساله عرضها البرلمان الكندي العام الماضي وقال الصائم يشعر بالجوع وفي نهايه اليوم يفطر الكثير الجوعى والمحتاجين عالمنا اليوم يجدون يسد رمقهم مارك هولاند عضو البرلمان الكندي انتخب عام مجلس العموم الكندي المرشح الحزب الليبرالي اعيد انتخابه عامي البرلمان الكندي عام العربي الجديد,"وأشار إلى أن ""المحتاجين كثر في عالمنا اليوم، وهم بأمس الحاجة للمبالغ التي يوفرها الصائمون، والجائعون ليسوا بحاجة للطعام ليوم واحد فقط، بل دوماً"". 
قرر النائب الكندي مارك هولاند، للعام الثالث على التوالي، الصيام طوال شهر رمضان. مارك هولاند، عضو البرلمان الكندي الذي انتخب عام 2004 عضواً في مجلس العموم الكندي، هو المرشح عن الحزب الليبرالي."
قال علماء سويسريون الهواتف الذكيه تصبح اداه واعده لمساعده الاطباء النفسيين علاج مرضاهم وتحسين مزاجهم خلال فتره وجيزه عبر مشاهده مقاطع الفيديو القصيره واوضح علماء جامعه بازل السويسريه وزملاؤهم جامعات المانيا وكوريا الجنوبيه والولايات المتحده تمارين اجريت للاشخاص عبر الهواتف الذكيه ساهمت تحسين مزاجهم واستخدم الباحثون الهواتف الذكيه لتحسين مزاج شابا الاصحاء خلال مشاهده مقطع فيديو الحياه اليوميه مدته دقائق اعقبه استطلاع للراي الحاله المزاجيه الباحثون المشاركين اصبحوا يقظه مشاهده مقاطع الفيديو وجدوا التمرين نجح تحسين مزاج المشاركين بشكل فوري خلال فتره الدراسه استمرت لمده اسبوعين واشاروا الهواتف الذكيه تصبح اداه واعده لمساعده الاطباء النفسيين علاج مرضاهم لان الهواتف تثير المزاج بشكل ايجابي لكنهم نوهوا بان الطريقه العلاجيه يمكن تحل محل العلاج النفسي يشرف اخصائيو الصحه النفسيه لعلاج الاشخاص يعانون الاكتئاب اضطرابات نفسيه اخرى وحول الدراسات تحدثت اضرار الاستخدام المفرط للهواتف الذكيه الدماغ وبالتالي زياده معدلات القلق والاكتئاب قال الباحثون المشكله الهواتف الذكيه طريقه استخدامها بشكل صحيح واضافوا مدمني الانترنت والهواتف الذكيه عرضه لزياده معدلات الاكتئاب والقلق وذلك يثبت المشكله الهواتف طرق استخدامها وحذرت دراسه سابقه افراط طلاب الجامعات استخدام الانترنت والهواتف الذكيه ينتج عنه زياده النزاعات العائليه بالمنزل يؤثر التواصل افراد الاسره,قال علماء سويسريون إن الهواتف الذكية قد تصبح أداة واعدة لمساعدة الأطباء النفسيين في علاج مرضاهم، وتحسين مزاجهم خلال فترة وجيزة، عبر مشاهدة مقاطع الفيديو القصيرة. واستخدم الباحثون الهواتف الذكية لتحسين مزاج 27 شابا من الأصحاء، من خلال مشاهدة مقطع فيديو من الحياة اليومية مدته خمس دقائق، أعقبه استطلاع للرأي عن الحالة المزاجية. وأوضح علماء نفس في جامعة بازل السويسرية، وزملاؤهم من جامعات في ألمانيا وكوريا الجنوبية والولايات المتحدة، أن تمارين أجريت للأشخاص عبر الهواتف الذكية، ساهمت في تحسين مزاجهم .
عادت طائره ركاب صينيه مطار هانغتشو وقت قصير اقلاعها بسبب اكتشاف فار المقصوره افادت وكاله اسوشيتد برس اليوم الجمعه وتم العثور الفار فتره وجيزه مغادره الرحله التابعه لشركه لونغ اير المدينه منتجع شيشوانغباننا جنوب غرب البلاد وقالت وكاله شينخوا الرسميه يتم جلب الفار متن الطائره كحيوان اليف وربما يكون وصل خدمه الوجبات وذكرت شينخوا الطائره جرى رشها وتطهيرها الهبوط,"عادت طائرة ركاب صينية إلى مطار هانغتشو، بعد وقت قصير من إقلاعها بسبب اكتشاف فأر في المقصورة، حسب ما أفادت به وكالة ""أسوشيتد برس"" اليوم الجمعة. وقالت وكالة ""شينخوا"" الرسمية إنه لم يتم جلب الفأر على متن الطائرة كحيوان أليف وربما يكون قد وصل مع خدمة الوجبات. وتم العثور على الفأر بعد فترة وجيزة من مغادرة الرحلة التابعة لشركة ""لونغ إير"" المدينة إلى منتجع شيشوانغباننا جنوب غرب البلاد."
تصبح جامعه هارفارد طريقه سيئه تبدا عام والان تستطيع فعل خطى جامعه ستانفورد اعلنت جامعه هارفارد انها تتيح دروس التصوير الفوتوغرافي الانترنت وقامت الجامعه المرموقه بتحميل البرنامج منصه التعليم المفتوح الانترنت والتي تسمى اليسون Alison ويتكون برنامج التصوير وحده اضافه للوحده تعد ينبغي الدارس تجاوزه لاتمام الدوره ويتكون البرنامج الاساس اساسيات التصوير الرقمي دروس برامج تعديل الصور وكيفيه استخدام الكاميرا الرقميه وقراءه الهيستوغرام واهميه الضوء والالوان وتقنيات العرض وموجز تاريخ التصوير الفوتوغرافي يذكر برنامج التصوير المذكور تخرج يقرب طالب ويحظى باقبال متزايد وان يكمله يحصل شهاده اجنيازه لكافه متطلباته,يذكر أن برنامج التصوير المذكور تخرج منه ما يقرب من 400 ألف طالب، ويحظى بإقبال متزايد، خاصة وأن من يكمله يحصل على شهادة توّثق اجنيازه لكافة متطلباته. فسيراً على خطى جامعة ستانفورد، أعلنت جامعة هارفارد أنها سوف تتيح دروس التصوير الفوتوغرافي مجاناً على الإنترنت. ويتكون برنامج التصوير من 12 وحدة، إضافة للوحدة 13 التي تعد تقييماً نهائياً ينبغي على الدارس تجاوزه لإتمام الدورة.
تستعد وكاله الفضاء الاميركيه ناسا للاعلان تفاصيل جديده مهمتها الاستثنائيه الجديده المتمثله الطيران مباشره الشمس وستشهد الخطه يطلق عليها اسم سولار بروب بلس اطلاق مركبه فضائيه صيف لبلوغ سطح الشمس الحارقه صحيفه ديلي ميل البريطانيه وسيكشف العلماء المشاركون ندوه صحفيه ستعقد الاربعاء المقبل تفاصيل البرنامج شانه يجيب العديد الاسئله المتعلقه بالنجوم والظواهر الجويه الفضائيه الكبرى وستقطع المركبه مسافه ملايين ميل انطلاقا الارض وصولا سطح الشمس للمساعده فهم النشاط الشمسي الخطير يمكن يهدد وجود البشريه,"وستشهد الخطة التي يطلق عليها اسم ""سولار بروب بلس"" إطلاق مركبة فضائية في صيف 2018 لبلوغ سطح الشمس الحارقة حسب صحيفة ""ديلي ميل"" البريطانية. 
تستعد وكالة الفضاء الأميركية ""ناسا"" للإعلان عن تفاصيل جديدة عن مهمتها الإستثنائية الجديدة المتمثلة في الطيران مباشرة نحو الشمس. وستقطع المركبة مسافة 4 ملايين ميل انطلاقا من الأرض وصولا إلى سطح الشمس، للمساعدة في فهم النشاط الشمسي الخطير الذي يمكن أن يهدد وجود البشرية."
ارسلت وكاله ناسا محطه OSIRIS Rex كويكب بينو يعتبر الاجسام الفضائيه المهدده للارض وذلك بواسطه صاروخ Atlas V الناقل كاب كانافرال المتوقع تصل المحطه كويكب بينو عام المنتظر تدرس المحطه المذكوره تغير مسار كويكب بينو العائد تاثيرات الاشعاع الحراري ويخطط علماء الفلك الامريكيون لوضع خريطه مفصله لسطح الكويكب ودراسه مركباته الكيميائيه وستكون بعثه OSIRIS Rex الثالثه والاخيره تنظمها وكاله ناسا اطار برنامج دراسه مناطق المنظومه الشمسيه بقيت مدروسه جيدا وكانت ناسا اطلقت محطتين لدراسه بلوتو والمشتري ويساوي متوسط قطر كويكب بينو متر ويستغرق دورانه حول الشمس عام ويعتقد مختصو ناسا الكويكب اخطر الاجسام الفضائيه بالنسبه الارض وسيقترب الارض باقل مسافه قدرها كيلومتر تقريبا عام,ومن المنتظر أن تدرس المحطة المذكورة تغير مسار كويكب بينو العائد إلى تأثيرات الإشعاع الحراري هذا ويخطط علماء الفلك الأمريكيون لوضع خريطة مفصلة لسطح الكويكب ودراسة مركباته الكيميائية. وكانت ناسا قد أطلقت محطتين لدراسة بلوتو والمشتري ويساوي متوسط قطر كويكب بينو 500 متر ويستغرق دورانه حول الشمس 1.2 عام. ويعتقد مختصو ناسا أن هذا الكويكب أخطر الأجسام الفضائية بالنسبة الأرض وسيقترب من الأرض بأقل مسافة قدرها 300 ألف كيلومتر تقريبا في عام 2135.
اعلنت اداره الطيران والفضاء الامريكيه ناسا انها تراقب كويكبا قطره كيلومترا يمر بالقرب كوكب الارض الشهر القادم فرصه للاصطدام وكشف العلماء مختبر الدفع النفاث التابع لناسا باسادينا بكاليفورنيا الكويكب رصد عام وقد يقترب الارض مسافه كيلومتر الخامس القادم وتمثل المسافه واحدا تقريبا المسافه الارض والقمر وايضا نصف المسافه الارض والكثير الاقمار الصناعيه تتخذ مدارات حول الكوكب ونظرا لعدم دقه الحسابات الخاصه بمسار الكويكب يسمى اكس فقد يكون مسافه مليون كيلومتر اقرب نقطه مروره بالارض وكان الكويكب رصد لمده ايام خلال احدث مره اقترب الارض عام يختفي فتره النهار ولم يعثر اثر منذئذ واشارت ناسا احتمالات اصطدام الكويكب بالارض خلال الفتره القادمه الاقتراب عام مليونا مشيره فرصه انقاص الاحتمالات خلال عمليات الرصد مستقبلا وقال بول تشوداس بمكتب دراسات الاجرام القريبه الارض التابع لناسا الصعب التنبؤ بموقع البحث عنه احتمالات الاصطدام بالارض المرات الثلاث القادمه المستقبل خلال اقترابه الارض محدوده للغايه بحيث تمثل مخاوف حقيقيه ويبلغ حجم الكويكب ضعف كويكب اخر انفجر اجواء منطقه تشيليابينسك بروسيا عام ادى تهشم زجاج النوافذ وتدمير المنشات واصابه شخص,وكان الكويكب رصد لمدة ثلاثة أيام خلال أحدث مرة اقترب فيها من الأرض عام 2013 قبل أن يختفي في فترة النهار ولم يعثر له على أثر منذئذ. وتمثل هذه المسافة واحدا على 20 تقريبا من المسافة بين الأرض والقمر وأيضا نحو نصف المسافة بين الأرض والكثير من الأقمار الصناعية التي تتخذ مدارات حول الكوكب. ونظرا لعدم دقة الحسابات الخاصة بمسار الكويكب الذي يسمى (2013 تي اكس 68) فقد يكون على مسافة 14 مليون كيلومتر عند أقرب نقطة عند مروره بالأرض.
OK تقال وتكتب الاف المرات يوميا الكلمه الاكثر انتشارا عبر العالم الاطلاق توقفنا المعنى يمثله المختصر وهل يصح كتابتها OK Okay ويقول الكاتب الامريكي الان ميتكالف كتابه الصادر العام بعنوان OK القصه المحتمله لاعظم كلمه امريكيه انها الكلمات المنطوقه والمكتوبه وجه الارض ويضيف الكاتب تمثل الكلمه جوهر البساطه الامريكيه الايجاز والافاده ناحيه اشتقاقيه علاقه مباشره باللغه اللاتينيه اليونانيه اللغات الاخرى القديمه انها كانت كلمه تنطق سطح القمر وفسر الكاتب الامريكي الخطا الشائع باضافه حرفين للكلمه لتصبح Okay فهذا خطا لان الصحيح تكتب OK لانها مختصر بالفعل تتفاجا فهي تعني Korrect correct وتعني كله تمام باللغه العربيه الان والكر رييد الخبير بتاريخ الكلمات بتتبع الكلمه العالم وصل اصولها الوارده صحيفه اخبار بوسطن العام موقع Mental Floss ففي الوقت المحرر باستعمال كلمه فعاله وعصريه للتعبير شيء تمام Korrect correct وهي كانت جزءا المختصرات والكلمات يستعملها الكتاب,"ففي ذلك الوقت قام المحرر باستعمال كلمة فعالة وعصرية للتعبير عن أن كل شيء تمام ""all Korrect or correct""وهي كانت جزءا من المختصرات والكلمات التي يستعملها بعض الكتاب. و قام آلان والكر رييد الخبير بتاريخ الكلمات بتتبع هذه الكلمة في العالم إلى أن وصل إلى أصولها الواردة في صحيفة أخبار بوسطن العام 1839 حسب موقع Mental Floss."
